departmentId,sourceDepartment,day,period,term,gradeYear,className,title,teacher,lectureCode,room,target,remarks,requiredFlag,sourcePage
kikai,機械,金,4,前期前,1,,物理学実験(a),須藤 誠一 浅野 恵美 尼子 淳 岡 笑美 木浪 信之 田中 敏幸 西川 浩之 武藤 知巳,saa115306,物理学実験 室(62H),対象[26-26],"対開講(金3,金4)",,2
kikai,機械,金,4,前期後,1,,物理学実験(b),須藤 誠一 浅野 恵美 尼子 淳 岡 笑美 木浪 信之 田中 敏幸 西川 浩之 武藤 知巳,sab115307,物理学実験 室(62H),対象[26-26],"対開講(金3,金4)",,2
kikai,機械,金,5,前期,3,,応力解析学,岸本 喜直,saz115505,12K,対象[20-17],,,2
kikai,機械,金,5,前期前,2,,材料工学,藤間 卓也,saa112505,12M,対象[20-17],"対開講(火5,金5)",,2
kikai,機械,土,3,前期前,1,,化学(1),木屋 幸蔵,saa116301,21C,対象[26-17],"対開講(土3,土4)",,2
kikai,機械,土,4,前期前,1,,化学(1),木屋 幸蔵,saa116301,21C,対象[26-17],"対開講(土3,土4)",,2
kikai,機械,土,4,前集中,2,,電磁気学基礎,鈴木 憲吏 杉浦 正吾 加藤 雄一 杉浦 正吾 N・スランタ 加藤 雄一 杉浦 正吾 N・スランタ 加藤 雄一 須藤 誠一,saa112209,-,対象[20-17],,,2
kikai,機械,土,4,前集中,2,ひらめき,ひとづくり(2),鈴木 憲吏 杉浦 正吾 加藤 雄一 杉浦 正吾 N・スランタ 加藤 雄一 杉浦 正吾 N・スランタ 加藤 雄一 須藤 誠一,saz137612,-,対象[25-21],,,2
kikai,機械,土,4,前集中,2,ひらめき,ことづくり(2),鈴木 憲吏 杉浦 正吾 加藤 雄一 杉浦 正吾 N・スランタ 加藤 雄一 杉浦 正吾 N・スランタ 加藤 雄一 須藤 誠一,saz137613,-,対象[22-21],教養特別講義,,2
kikai,機械,土,4,前集中,2,ひらめき,ひらめきづくり(3),鈴木 憲吏 杉浦 正吾 加藤 雄一 杉浦 正吾 N・スランタ 加藤 雄一 杉浦 正吾 N・スランタ 加藤 雄一 須藤 誠一,saz137615,-,対象[25-23],,,2
kikai,機械,土,4,前集中,2,ひらめき,ひらめきづくり(3),鈴木 憲吏 杉浦 正吾 加藤 雄一 杉浦 正吾 N・スランタ 加藤 雄一 杉浦 正吾 N・スランタ 加藤 雄一 須藤 誠一,saz137616,-,対象[22-21],,,2
kikai,機械,土,4,前集中,3,ひらめき,ことづくり(4),瀬戸 久美子,saz137621,-,対象[22-21],,,2
kikai,機械,土,4,前集中,3,ひらめき,ことづくり(4),瀬戸 久美子,saz137622,-,対象[24-23],,,2
kikai,機械,土,4,前集中,3,ひらめき,ひらめきづくり(5),岸 和幸 杉浦 正吾 大木 浩士 杉浦 正吾 大木 浩士,saz137624,-,対象[24-23],,,3
kikai,機械,土,4,前集中,3,ひらめき,ひらめきづくり(5),岸 和幸 杉浦 正吾 大木 浩士 杉浦 正吾 大木 浩士,saz137625,-,対象[22-21],,,3
kikai,機械,土,4,前集中,3,ひらめき,ひとづくり(3),岸 和幸 杉浦 正吾 大木 浩士 杉浦 正吾 大木 浩士,saz137629,-,対象[24-21],教養特別講義,,3
kikai,機械,土,4,前集中,4,,卒業研究(1),三原 雄司 藤間 卓也 白木 尚人 伊東 明美 亀山 雄高 岸本 喜直 小林 志好 櫻井 俊彰 佐藤 秀明 杉町 敏之 西部 光一 冨士原 民雄 丸山 恵史 及川 昌訓 小玉 脩平 崔 埈豪 矢作 修一 三原 雄司 藤間 卓也 白木 尚人 伊東 明美 亀山 雄高 岸本 喜直 小林 志好 櫻井 俊彰 佐藤 秀明 杉町 敏之 西部 光一 冨士原 民雄 丸山 恵史 及川 昌訓 小玉 脩平 崔 埈豪 矢作 修一,saz117602,-,対象[23-19],,,3
kikai,機械,土,4,前集中,4,,卒業研究(2),三原 雄司 藤間 卓也 白木 尚人 伊東 明美 亀山 雄高 岸本 喜直 小林 志好 櫻井 俊彰 佐藤 秀明 杉町 敏之 西部 光一 冨士原 民雄 丸山 恵史 及川 昌訓 小玉 脩平 崔 埈豪 矢作 修一 三原 雄司 藤間 卓也 白木 尚人 伊東 明美 亀山 雄高 岸本 喜直 小林 志好 櫻井 俊彰 佐藤 秀明 杉町 敏之 西部 光一 冨士原 民雄 丸山 恵史 及川 昌訓 小玉 脩平 崔 埈豪 矢作 修一,saz117603,-,対象[23-19],,,3
kikai,機械,土,4,通年,4,,卒業研究,三原 雄司 藤間 卓也 白木 尚人 伊東 明美 亀山 雄高 岸本 喜直 小林 志好 櫻井 俊彰 佐藤 秀明 杉町 敏之 西部 光一 冨士原 民雄 丸山 恵史 及川 昌訓 小玉 脩平 崔 埈豪 矢作 修一,szz117606,-,対象[18-17],,,3
